"Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobSatisfaction","PerformanceRating","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
39,"Travel_Rarely","Sales",4,"Master","Life Sciences","Very High","Female","Medium","High","Excellent",2,"Sales Executive","Married",5902,4,"No",14,"High",1,17,1,"Best",15,11,5,9,"No"
25,"Travel_Rarely","Sales",28,"Bachelor","Life Sciences","Low","Male","Medium","High","Excellent",2,"Sales Executive","Married",8639,2,"No",18,"Very High",0,6,3,"Better",2,2,2,2,"No"
30,"Travel_Rarely","Human Resources",9,"Bachelor","Human Resources","High","Male","High","Very High","Excellent",2,"Human Resources","Married",6347,0,"Yes",19,"Very High",0,12,2,"Bad",11,9,4,7,"No"
32,"Travel_Rarely","Research & Development",9,"Bachelor","Medical","Low","Female","High","Low","Outstanding",1,"Laboratory Technician","Single",4200,7,"No",22,"Low",0,10,2,"Best",5,4,0,4,"Yes"
45,"Travel_Rarely","Research & Development",29,"Bachelor","Medical","High","Male","High","Very High","Excellent",1,"Research Scientist","Single",3452,5,"No",13,"Medium",0,9,2,"Good",6,5,0,3,"No"
38,"Travel_Rarely","Research & Development",3,"Doctor","Technical Degree","Very High","Female","High","High","Outstanding",2,"Research Scientist","Single",4317,3,"Yes",20,"Medium",0,19,2,"Better",3,2,2,2,"No"
30,"Travel_Rarely","Research & Development",18,"Bachelor","Life Sciences","Low","Female","High","High","Excellent",1,"Research Scientist","Single",2632,1,"No",14,"High",0,5,4,"Good",5,4,0,4,"No"
32,"Travel_Frequently","Sales",9,"College","Medical","Very High","Male","Low","Very High","Excellent",2,"Sales Executive","Divorced",4668,0,"No",17,"Very High",3,9,2,"Best",8,7,0,7,"No"
30,"Travel_Rarely","Research & Development",5,"Bachelor","Technical Degree","Very High","Female","High","Low","Excellent",1,"Research Scientist","Divorced",3204,5,"No",14,"Very High",1,8,3,"Better",3,2,2,2,"No"
30,"Travel_Rarely","Research & Development",2,"Below College","Medical","Medium","Male","Medium","Very High","Excellent",1,"Laboratory Technician","Single",2720,0,"No",13,"Very High",0,6,3,"Better",5,3,1,2,"No"
41,"Travel_Frequently","Research & Development",10,"Bachelor","Life Sciences","Very High","Male","Medium","Low","Excellent",4,"Manager","Divorced",17181,4,"No",13,"Medium",1,21,2,"Good",7,6,7,7,"No"
41,"Travel_Rarely","Research & Development",9,"Master","Life Sciences","High","Male","High","Low","Outstanding",1,"Laboratory Technician","Married",2238,2,"No",21,"Very High",1,7,2,"Better",5,0,1,4,"No"
19,"Travel_Rarely","Research & Development",3,"Below College","Medical","Medium","Female","High","Medium","Excellent",1,"Laboratory Technician","Single",1483,1,"No",14,"Very High",0,1,3,"Better",1,0,0,0,"No"
40,"Travel_Frequently","Research & Development",26,"Bachelor","Medical","Medium","Female","High","Medium","Excellent",2,"Research Scientist","Divorced",5605,1,"No",11,"Low",1,20,2,"Better",20,7,2,13,"No"
35,"Travel_Rarely","Sales",1,"Doctor","Marketing","High","Male","High","Medium","Excellent",3,"Sales Executive","Married",7295,1,"No",13,"Low",2,10,3,"Better",10,8,0,6,"No"
53,"Travel_Rarely","Sales",6,"College","Marketing","Medium","Male","High","High","Outstanding",2,"Sales Representative","Married",2306,2,"Yes",20,"Very High",1,13,3,"Bad",7,7,4,5,"No"
45,"Travel_Rarely","Research & Development",9,"Bachelor","Life Sciences","Medium","Male","High","Medium","Excellent",2,"Laboratory Technician","Divorced",2348,8,"No",18,"High",1,20,2,"Bad",17,9,0,15,"No"
32,"Travel_Frequently","Sales",8,"Bachelor","Marketing","Medium","Female","High","Very High","Excellent",3,"Sales Executive","Single",8998,1,"No",14,"Very High",0,9,2,"Better",9,8,3,7,"No"
29,"Non-Travel","Research & Development",1,"Below College","Technical Degree","Very High","Male","High","High","Excellent",2,"Manufacturing Director","Married",4319,1,"No",13,"Low",1,10,1,"Better",10,7,0,9,"No"
51,"Travel_Rarely","Research & Development",7,"Master","Medical","Medium","Male","Medium","High","Excellent",2,"Manufacturing Director","Married",6132,2,"No",17,"High",0,10,2,"Better",1,0,0,0,"No"
58,"Travel_Rarely","Research & Development",9,"Bachelor","Medical","Medium","Female","Medium","Medium","Outstanding",1,"Research Scientist","Married",3346,4,"Yes",20,"Medium",1,9,3,"Good",1,0,0,0,"No"
40,"Travel_Rarely","Sales",4,"Master","Marketing","High","Male","Medium","Very High","Excellent",3,"Sales Executive","Married",10855,7,"No",11,"Low",1,15,2,"Good",12,11,2,11,"No"
34,"Travel_Frequently","Sales",2,"Master","Marketing","High","Female","High","High","Excellent",1,"Sales Representative","Married",2231,6,"No",18,"Very High",1,6,3,"Better",4,3,1,2,"No"
22,"Travel_Rarely","Research & Development",19,"Below College","Medical","High","Male","High","Very High","Outstanding",1,"Research Scientist","Married",2323,1,"No",24,"Low",2,2,6,"Better",2,2,2,2,"No"
27,"Non-Travel","Research & Development",9,"Bachelor","Medical","Very High","Male","High","Medium","Excellent",1,"Research Scientist","Divorced",2024,6,"No",18,"Very High",1,6,1,"Bad",2,2,2,2,"No"
28,"Travel_Rarely","Research & Development",21,"Bachelor","Medical","High","Male","High","Very High","Excellent",1,"Research Scientist","Married",2713,1,"No",11,"High",1,5,2,"Bad",5,2,0,2,"No"
57,"Travel_Rarely","Research & Development",24,"College","Life Sciences","High","Male","Very High","Very High","Excellent",3,"Healthcare Representative","Divorced",9439,3,"Yes",16,"Medium",1,12,2,"Bad",5,3,1,4,"No"
27,"Non-Travel","Research & Development",3,"Bachelor","Medical","High","Male","Medium","High","Excellent",1,"Research Scientist","Divorced",2566,1,"Yes",15,"Very High",1,1,2,"Good",1,1,0,1,"No"
50,"Travel_Rarely","Research & Development",11,"Bachelor","Life Sciences","High","Female","High","Medium","Excellent",5,"Manager","Single",19926,3,"No",15,"Medium",0,21,5,"Better",5,4,4,4,"No"
41,"Travel_Rarely","Research & Development",14,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",1,"Research Scientist","Divorced",2451,4,"No",12,"Low",1,13,2,"Better",9,8,1,8,"No"
30,"Travel_Rarely","Sales",5,"Bachelor","Life Sciences","Medium","Female","High","Very High","Excellent",3,"Sales Executive","Married",9419,2,"No",12,"High",1,12,2,"Better",10,9,7,4,"No"
38,"Travel_Rarely","Sales",1,"Master","Life Sciences","Low","Female","Medium","Very High","Outstanding",2,"Sales Executive","Single",8686,4,"No",22,"High",0,12,2,"Best",8,3,0,7,"No"
32,"Travel_Rarely","Research & Development",6,"Doctor","Life Sciences","High","Male","High","High","Outstanding",1,"Research Scientist","Single",3038,3,"No",20,"Low",0,8,2,"Better",5,4,1,4,"No"
27,"Travel_Rarely","Research & Development",17,"Bachelor","Technical Degree","High","Male","High","Medium","Excellent",1,"Research Scientist","Married",3058,0,"Yes",16,"Very High",1,6,3,"Good",5,2,1,1,"No"
19,"Travel_Frequently","Sales",1,"Below College","Technical Degree","High","Female","Low","Low","Outstanding",1,"Sales Representative","Single",2325,0,"No",21,"Low",0,1,5,"Best",0,0,0,0,"Yes"
36,"Travel_Frequently","Research & Development",3,"College","Medical","Very High","Male","High","Medium","Excellent",1,"Laboratory Technician","Single",2088,4,"No",12,"High",0,13,3,"Good",8,7,7,2,"No"
30,"Non-Travel","Research & Development",9,"Bachelor","Medical","High","Male","High","Low","Excellent",2,"Laboratory Technician","Divorced",3072,1,"No",11,"High",2,12,4,"Better",12,9,6,10,"No"
45,"Travel_Rarely","Sales",4,"College","Life Sciences","High","Female","High","Low","Excellent",2,"Sales Executive","Divorced",5006,4,"Yes",11,"Low",1,9,3,"Best",5,4,0,3,"No"
56,"Travel_Rarely","Research & Development",8,"Bachelor","Life Sciences","High","Female","High","Low","Excellent",1,"Research Scientist","Divorced",4257,4,"Yes",18,"High",1,19,3,"Better",2,2,2,2,"No"
33,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","High","Male","High","Very High","Excellent",1,"Research Scientist","Single",2500,0,"No",14,"Low",0,4,2,"Best",3,1,0,2,"No"
19,"Travel_Rarely","Research & Development",2,"Bachelor","Life Sciences","Medium","Male","Medium","Very High","Outstanding",1,"Laboratory Technician","Single",1102,1,"No",22,"High",0,1,3,"Good",1,0,1,0,"Yes"
46,"Travel_Rarely","Sales",1,"College","Marketing","Medium","Female","High","Low","Outstanding",3,"Sales Executive","Divorced",10453,1,"No",25,"High",3,24,2,"Better",24,13,15,7,"No"
38,"Travel_Rarely","Research & Development",9,"College","Life Sciences","High","Female","High","Very High","Excellent",1,"Laboratory Technician","Single",2288,1,"No",12,"High",0,2,3,"Better",2,2,2,1,"No"
31,"Travel_Rarely","Research & Development",12,"Below College","Medical","High","Female","High","Very High","Outstanding",1,"Research Scientist","Married",3929,8,"Yes",23,"High",1,7,0,"Better",4,2,0,2,"No"
34,"Travel_Rarely","Research & Development",27,"College","Medical","Very High","Female","High","Medium","Excellent",1,"Research Scientist","Single",2311,2,"No",15,"Very High",0,9,3,"Better",3,2,1,2,"No"
41,"Travel_Rarely","Sales",20,"College","Marketing","Medium","Female","High","Medium","Outstanding",1,"Sales Representative","Single",3140,1,"Yes",22,"Very High",0,4,5,"Good",4,3,0,2,"Yes"
50,"Travel_Rarely","Research & Development",1,"Bachelor","Medical","High","Male","Medium","High","Excellent",1,"Laboratory Technician","Married",3690,2,"No",15,"Very High",1,5,2,"Good",3,2,0,2,"No"
53,"Travel_Rarely","Research & Development",13,"College","Medical","Very High","Female","Very High","Low","Excellent",2,"Manufacturing Director","Divorced",4450,1,"No",11,"High",2,5,3,"Better",4,2,1,3,"No"
33,"Travel_Rarely","Research & Development",14,"Bachelor","Medical","Very High","Female","High","Medium","Excellent",1,"Research Scientist","Married",2756,1,"No",13,"Very High",1,8,5,"Better",8,7,1,6,"No"
40,"Travel_Rarely","Research & Development",4,"Below College","Medical","Very High","Female","High","High","Excellent",5,"Manager","Married",19033,1,"No",14,"Medium",1,21,2,"Better",20,8,9,9,"No"
55,"Travel_Rarely","Research & Development",14,"Master","Medical","High","Male","Very High","Medium","Excellent",5,"Research Director","Single",18722,8,"No",11,"Very High",0,36,3,"Better",24,15,2,15,"No"
34,"Travel_Frequently","Research & Development",2,"Below College","Life Sciences","Very High","Male","Medium","High","Excellent",2,"Manufacturing Director","Married",9547,1,"No",17,"High",0,10,2,"Good",10,9,1,9,"No"
51,"Travel_Rarely","Research & Development",3,"Bachelor","Medical","Very High","Female","High","Medium","Excellent",4,"Healthcare Representative","Single",13734,3,"No",18,"High",0,21,6,"Better",7,7,1,0,"No"
52,"Travel_Rarely","Research & Development",1,"Master","Life Sciences","High","Male","Medium","High","Excellent",5,"Manager","Married",19999,0,"No",14,"Low",1,34,5,"Better",33,18,11,9,"No"
27,"Travel_Rarely","Research & Development",9,"Bachelor","Medical","Very High","Female","High","Medium","Excellent",1,"Research Scientist","Single",2279,1,"No",16,"Very High",0,7,2,"Good",7,7,0,3,"No"
35,"Travel_Rarely","Research & Development",23,"College","Life Sciences","Medium","Male","Medium","High","Excellent",2,"Manufacturing Director","Married",5916,3,"Yes",13,"Low",0,8,1,"Better",1,0,0,1,"Yes"
43,"Non-Travel","Research & Development",7,"Bachelor","Medical","Very High","Male","Very High","Very High","Excellent",1,"Research Scientist","Divorced",2089,4,"No",14,"Very High",3,7,3,"Best",5,4,2,2,"No"
45,"Non-Travel","Research & Development",2,"College","Medical","Low","Male","Medium","Very High","Outstanding",4,"Manager","Married",16792,9,"No",23,"Very High",1,22,1,"Better",20,8,11,8,"No"
37,"Travel_Rarely","Research & Development",21,"Bachelor","Life Sciences","Medium","Male","Very High","Low","Excellent",1,"Research Scientist","Married",3564,1,"Yes",12,"Low",1,8,3,"Good",8,7,1,7,"No"
35,"Travel_Frequently","Research & Development",2,"Bachelor","Medical","Medium","Female","High","Medium","Excellent",2,"Laboratory Technician","Single",4425,5,"No",11,"Very High",0,10,5,"Better",6,2,1,2,"No"
42,"Non-Travel","Research & Development",21,"College","Medical","High","Female","High","High","Excellent",2,"Manufacturing Director","Divorced",5265,2,"No",16,"Medium",1,11,5,"Better",5,3,0,2,"No"
38,"Travel_Rarely","Research & Development",2,"Master","Life Sciences","Very High","Male","High","High","Excellent",2,"Manufacturing Director","Married",6553,9,"No",14,"Medium",0,14,3,"Better",1,0,0,0,"No"
38,"Travel_Rarely","Research & Development",29,"Bachelor","Technical Degree","Very High","Male","High","Very High","Excellent",2,"Manufacturing Director","Married",6261,3,"No",18,"Low",1,9,3,"Bad",7,7,1,7,"No"
27,"Travel_Frequently","Research & Development",1,"Below College","Technical Degree","High","Male","Medium","Low","Excellent",2,"Manufacturing Director","Married",4298,5,"No",19,"High",1,6,1,"Better",2,2,2,0,"No"
49,"Non-Travel","Research & Development",18,"Master","Life Sciences","Very High","Male","High","Very High","Excellent",2,"Manufacturing Director","Divorced",6804,1,"Yes",15,"Low",2,7,0,"Better",7,7,1,7,"No"
34,"Travel_Frequently","Research & Development",10,"Master","Medical","Very High","Male","High","High","Excellent",1,"Research Scientist","Divorced",3815,1,"Yes",17,"Very High",1,5,4,"Best",5,3,2,0,"No"
40,"Travel_Rarely","Research & Development",19,"College","Medical","High","Male","High","Very High","Excellent",2,"Laboratory Technician","Married",2741,8,"Yes",15,"High",1,15,2,"Best",7,2,3,7,"No"
38,"Travel_Rarely","Research & Development",29,"Below College","Medical","Medium","Male","High","Low","Excellent",2,"Healthcare Representative","Married",6673,7,"Yes",19,"Medium",0,17,2,"Better",1,0,0,0,"Yes"
29,"Travel_Rarely","Sales",27,"Bachelor","Marketing","Medium","Female","High","Very High","Outstanding",3,"Sales Executive","Married",7639,1,"No",22,"Very High",3,10,3,"Good",10,4,1,9,"Yes"
22,"Travel_Rarely","Research & Development",5,"Bachelor","Life Sciences","Very High","Male","Very High","Medium","Excellent",1,"Research Scientist","Divorced",2328,1,"Yes",16,"Low",1,4,2,"Good",4,2,2,2,"No"
36,"Travel_Frequently","Research & Development",18,"Below College","Medical","Medium","Female","High","Very High","Excellent",1,"Laboratory Technician","Single",2153,1,"No",13,"Low",0,8,2,"Better",8,1,1,7,"No"
40,"Non-Travel","Research & Development",9,"Doctor","Life Sciences","Very High","Male","Medium","Very High","Excellent",2,"Healthcare Representative","Married",4876,9,"No",14,"Very High",1,5,5,"Bad",3,2,0,2,"No"
46,"Travel_Rarely","Research & Development",1,"Master","Medical","Very High","Male","High","Low","Excellent",3,"Healthcare Representative","Divorced",9396,7,"No",16,"High",1,17,3,"Better",4,2,0,3,"No"
32,"Travel_Rarely","Sales",4,"Master","Medical","Very High","Male","Low","Very High","Excellent",3,"Sales Executive","Married",10400,1,"No",11,"High",0,14,2,"Good",14,8,9,8,"Yes"
30,"Non-Travel","Research & Development",1,"Below College","Life Sciences","High","Male","Medium","High","Outstanding",3,"Manufacturing Director","Single",8474,1,"No",22,"High",0,12,2,"Better",11,8,5,8,"No"
27,"Travel_Frequently","Sales",20,"Bachelor","Life Sciences","Very High","Female","High","High","Excellent",2,"Sales Executive","Single",9981,1,"No",14,"Very High",0,7,2,"Better",7,7,0,7,"No"
51,"Travel_Rarely","Research & Development",8,"Master","Life Sciences","Medium","Male","Medium","Medium","Excellent",3,"Research Director","Married",12490,5,"No",16,"Very High",2,16,5,"Bad",10,9,4,7,"No"
30,"Travel_Rarely","Research & Development",3,"Bachelor","Technical Degree","Very High","Female","High","Low","Excellent",1,"Research Scientist","Single",2657,5,"Yes",11,"High",0,8,5,"Better",5,2,0,4,"Yes"
41,"Travel_Rarely","Sales",6,"Bachelor","Life Sciences","Very High","Female","High","Very High","Excellent",3,"Manager","Single",13591,3,"Yes",18,"High",0,16,3,"Better",1,0,0,0,"No"
30,"Travel_Frequently","Sales",26,"Master","Marketing","High","Female","Medium","Low","Excellent",2,"Sales Executive","Single",6696,5,"No",15,"High",0,9,5,"Good",6,3,0,1,"Yes"
29,"Travel_Rarely","Research & Development",1,"Bachelor","Technical Degree","High","Male","High","High","Excellent",1,"Research Scientist","Single",2058,0,"No",14,"Very High",0,7,1,"Good",6,2,1,5,"Yes"
45,"Non-Travel","Sales",6,"Bachelor","Medical","Very High","Female","Medium","Very High","Excellent",3,"Sales Executive","Single",8865,6,"No",12,"Very High",0,23,2,"Better",19,7,12,8,"No"
54,"Travel_Rarely","Sales",3,"Bachelor","Marketing","Very High","Female","High","Low","Excellent",2,"Sales Executive","Married",5940,2,"No",14,"Very High",1,16,4,"Better",6,2,0,5,"No"
36,"Travel_Rarely","Research & Development",5,"College","Life Sciences","Very High","Male","High","Medium","Excellent",2,"Laboratory Technician","Single",5914,8,"No",16,"Very High",0,16,3,"Best",13,11,3,7,"No"
33,"Travel_Rarely","Research & Development",4,"Master","Medical","High","Female","Medium","Medium","Outstanding",1,"Research Scientist","Married",2622,6,"No",21,"Very High",0,7,3,"Better",3,2,1,1,"No"
37,"Travel_Frequently","Research & Development",11,"Bachelor","Other","Medium","Male","High","Very High","Excellent",3,"Research Director","Divorced",12185,1,"Yes",14,"High",3,10,1,"Better",10,8,0,7,"No"
38,"Travel_Rarely","Sales",3,"Bachelor","Life Sciences","Low","Male","High","High","Excellent",3,"Sales Executive","Divorced",10609,0,"No",12,"High",2,17,6,"Good",16,10,5,13,"No"
31,"Non-Travel","Research & Development",1,"Master","Medical","High","Male","Low","High","Excellent",2,"Manufacturing Director","Married",4345,0,"No",12,"Very High",1,6,2,"Better",5,4,1,4,"No"
59,"Travel_Rarely","Research & Development",3,"Bachelor","Life Sciences","High","Male","Medium","Very High","Excellent",1,"Research Scientist","Married",2177,3,"No",17,"Low",1,7,6,"Better",1,0,0,0,"No"
