Age,DistanceFromHome,MonthlyIncome,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,JobRole,OverTime,WorkLifeBalance,Attrition
1128,36,6,5562,9,3,3,2,2,Research & Development,Low,Very High,Low,Laboratory Technician,Yes,Better,No
1129,42,9,19613,24,2,1,0,1,Research & Development,Very High,Medium,Very High,Manager,No,Better,No
1130,35,28,3407,10,3,10,9,8,Research & Development,Medium,Very High,High,Laboratory Technician,No,Good,No
1131,34,10,5063,8,3,8,2,7,Research & Development,Very High,Medium,High,Healthcare Representative,No,Good,No
1132,40,14,4639,5,2,5,4,2,Sales,Very High,High,Low,Sales Executive,No,Better,No
1133,43,27,4876,8,0,6,4,2,Research & Development,Very High,Very High,Medium,Laboratory Technician,No,Better,No
1134,35,7,2690,1,5,1,0,1,Research & Development,High,Medium,Very High,Laboratory Technician,No,Good,No
1135,46,1,17567,27,5,26,0,12,Sales,Very High,Very High,Low,Manager,No,Bad,No
1136,28,24,2408,1,3,1,1,0,Research & Development,High,High,Medium,Laboratory Technician,Yes,Better,Yes
1137,22,26,2814,4,2,4,2,3,Research & Development,Medium,Medium,High,Research Scientist,Yes,Good,No
1138,50,20,11245,32,3,30,8,13,Research & Development,Medium,High,High,Healthcare Representative,Yes,Better,No
1139,32,5,3312,6,3,3,2,2,Research & Development,Medium,Very High,Very High,Research Scientist,No,Better,No
1140,44,7,19049,23,4,22,7,10,Research & Development,Medium,High,Very High,Research Director,Yes,Good,No
1141,30,7,2141,6,3,6,4,1,Research & Development,Medium,Medium,Medium,Research Scientist,No,Good,No
1142,45,5,5769,10,3,10,7,4,Research & Development,High,Low,Low,Laboratory Technician,Yes,Better,No
1143,45,26,4385,10,2,10,7,5,Sales,Low,Medium,Low,Sales Executive,No,Better,No
1144,31,2,5332,10,3,5,2,3,Sales,Very High,High,Low,Sales Executive,No,Better,No
1145,36,12,4663,7,2,3,2,1,Research & Development,High,High,High,Manufacturing Director,Yes,Better,No
1146,34,10,4724,9,3,9,7,2,Research & Development,High,Very High,Very High,Manufacturing Director,No,Better,No
1147,49,25,3211,10,3,9,6,4,Research & Development,High,High,Low,Laboratory Technician,No,Good,No
1148,39,10,5377,10,3,7,7,7,Research & Development,Medium,High,Low,Manufacturing Director,No,Better,No
1149,27,19,4066,7,3,7,7,7,Research & Development,Very High,Medium,Low,Laboratory Technician,No,Better,No
1150,35,18,5208,16,2,16,15,10,Research & Development,Medium,Very High,Low,Research Scientist,No,Better,No
1151,28,27,4877,6,5,5,3,0,Research & Development,Medium,Low,Low,Manufacturing Director,No,Good,No
1152,21,5,3117,3,2,2,2,2,Research & Development,High,High,Very High,Research Scientist,No,Better,No
1153,18,3,1569,0,2,0,0,0,Sales,Medium,High,Very High,Sales Representative,Yes,Best,Yes
1154,47,26,19658,27,2,5,2,0,Human Resources,Very High,High,High,Manager,No,Better,No
1155,39,3,3069,11,3,10,8,7,Research & Development,High,Medium,High,Laboratory Technician,No,Better,No
1156,40,15,10435,18,2,18,15,12,Research & Development,Low,Medium,High,Manufacturing Director,No,Better,No
1157,35,8,4148,15,5,14,11,9,Research & Development,High,High,High,Healthcare Representative,No,Better,No
1158,37,19,5768,9,2,4,3,2,Research & Development,High,High,High,Manufacturing Director,No,Good,No
1159,39,4,5042,10,2,9,2,8,Research & Development,Low,High,High,Manufacturing Director,No,Bad,No
1160,45,2,5770,10,3,10,7,9,Research & Development,Very High,Medium,Very High,Manufacturing Director,No,Better,No
1161,38,2,7756,10,6,5,4,2,Research & Development,Very High,Medium,High,Manufacturing Director,Yes,Best,No
1162,35,10,10306,15,3,13,12,0,Sales,Very High,Medium,Low,Sales Executive,No,Better,Yes
1163,37,10,3936,8,2,8,4,7,Research & Development,Medium,High,Medium,Research Scientist,No,Bad,No
1164,40,16,7945,18,2,4,2,3,Research & Development,High,High,Very High,Manufacturing Director,Yes,Good,No
1165,44,1,5743,14,3,10,7,2,Human Resources,Low,High,Very High,Human Resources,Yes,Better,No
1166,48,4,15202,23,3,2,2,2,Research & Development,High,Medium,Very High,Manager,No,Better,No
1167,35,15,5440,7,2,2,2,2,Sales,Low,Low,Very High,Sales Executive,Yes,Good,Yes
1168,24,2,3760,6,2,6,3,3,Research & Development,Low,High,Very High,Research Scientist,Yes,Better,No
1169,27,8,3517,5,0,3,2,2,Research & Development,Medium,Very High,High,Research Scientist,No,Better,No
1170,27,2,2580,6,0,4,2,2,Research & Development,Very High,High,Very High,Research Scientist,No,Good,No
1171,40,7,2166,10,3,4,2,3,Research & Development,Low,High,Low,Laboratory Technician,Yes,Bad,Yes
1172,29,10,5869,8,2,5,2,4,Sales,High,Medium,High,Sales Executive,No,Better,No
1173,36,5,8008,9,6,3,2,2,Research & Development,Medium,High,Low,Healthcare Representative,No,Better,No
1174,25,2,5206,7,6,7,7,7,Research & Development,Very High,Very High,High,Manufacturing Director,No,Better,No
1175,39,12,5295,7,3,5,4,0,Research & Development,Very High,High,Medium,Manufacturing Director,No,Better,No
1176,49,22,16413,27,2,4,2,2,Research & Development,Low,High,Medium,Research Director,No,Better,No
1177,50,17,13269,19,3,14,11,11,Research & Development,Very High,Medium,Low,Research Director,No,Better,No
1178,20,2,2783,2,3,2,2,2,Sales,High,High,High,Sales Representative,No,Better,No
1179,34,3,5433,11,2,11,8,9,Research & Development,Very High,High,Medium,Research Scientist,No,Better,No
1180,36,7,2013,15,4,4,3,3,Research & Development,Low,High,Medium,Laboratory Technician,No,Better,No
1181,49,6,13966,30,3,15,11,12,Research & Development,High,Medium,High,Healthcare Representative,Yes,Better,No
1182,36,1,4374,4,6,3,2,2,Research & Development,Very High,Medium,High,Manufacturing Director,No,Better,No
1183,36,3,6842,13,3,5,4,4,Research & Development,Very High,Very High,Low,Healthcare Representative,No,Better,No
1184,54,22,17426,36,6,10,8,7,Research & Development,Medium,High,High,Manager,No,Better,No
1185,43,15,17603,14,3,14,10,11,Research & Development,High,Medium,High,Research Director,No,Better,No
1186,35,12,4581,13,2,11,9,7,Sales,Very High,High,Very High,Sales Executive,Yes,Best,Yes
1187,38,1,4735,19,4,13,11,9,Research & Development,Very High,High,Very High,Research Scientist,No,Best,No
1188,29,5,4187,10,3,10,0,9,Sales,Low,Medium,Medium,Sales Executive,Yes,Good,No
1189,33,2,5505,6,5,6,2,4,Sales,Very High,High,Very High,Sales Executive,No,Better,No
1190,32,2,5470,10,4,9,5,6,Research & Development,Very High,High,Medium,Research Scientist,No,Good,No
1191,31,5,5476,10,2,10,0,2,Sales,Low,High,Very High,Sales Executive,No,Better,No
1192,49,16,2587,17,2,2,2,2,Research & Development,Very High,High,Low,Laboratory Technician,Yes,Good,No
1193,38,2,2440,4,3,4,3,3,Research & Development,Very High,Medium,Medium,Laboratory Technician,No,Better,No
1194,47,2,15972,29,2,3,2,2,Sales,Medium,Very High,Medium,Manager,No,Better,No
1195,49,1,15379,23,2,8,7,0,Research & Development,High,High,High,Manager,No,Better,No
1196,41,23,7082,21,2,2,0,2,Sales,Very High,High,High,Sales Executive,Yes,Better,No
1197,20,9,2728,2,3,2,2,2,Sales,Very High,High,Low,Sales Representative,No,Better,No
1198,33,16,5368,7,2,6,5,2,Sales,High,High,Very High,Sales Executive,Yes,Better,No
1199,36,26,5347,10,2,3,2,2,Research & Development,Low,High,High,Healthcare Representative,No,Good,No
1200,44,1,3195,8,2,2,2,2,Human Resources,High,High,Very High,Human Resources,Yes,Better,No
1201,23,8,3989,5,2,5,4,2,Research & Development,Very High,Medium,High,Laboratory Technician,Yes,Better,Yes
1202,38,4,3306,7,5,0,0,0,Research & Development,Very High,High,High,Laboratory Technician,No,Good,No
1203,53,24,7005,11,2,4,3,2,Research & Development,Medium,Very High,Very High,Healthcare Representative,No,Better,No
1204,48,7,2655,19,3,9,7,7,Sales,Very High,High,High,Sales Representative,Yes,Better,Yes
1205,32,2,1393,1,2,1,0,0,Research & Development,Very High,High,Medium,Laboratory Technician,No,Better,Yes
1206,26,7,2570,7,5,7,7,7,Research & Development,Very High,High,Very High,Laboratory Technician,No,Better,No
1207,55,22,3537,8,1,4,2,2,Research & Development,Low,Medium,Medium,Research Scientist,No,Better,No
1208,34,5,3986,15,3,15,10,13,Research & Development,Medium,Medium,Very High,Laboratory Technician,No,Best,No
1209,60,1,10883,19,2,1,0,0,Research & Development,High,Low,Very High,Healthcare Representative,No,Best,No
1210,33,21,2028,14,6,14,11,13,Research & Development,Medium,Very High,Medium,Laboratory Technician,No,Better,No
1211,37,1,9525,6,2,6,3,3,Sales,High,Low,Very High,Sales Executive,No,Good,No
1212,34,19,2929,10,3,10,9,7,Research & Development,Medium,Medium,Very High,Research Scientist,No,Better,No
1213,23,7,2275,3,2,3,2,2,Sales,High,High,Very High,Sales Representative,Yes,Better,Yes
1214,44,2,7879,9,2,8,7,7,Research & Development,High,Very High,Very High,Healthcare Representative,Yes,Better,No
1215,35,2,4930,6,2,5,4,4,Research & Development,Low,Medium,Very High,Research Scientist,Yes,Best,No
1216,43,2,7847,10,3,10,9,8,Sales,Very High,High,Very High,Sales Executive,Yes,Better,No
1217,24,9,4401,5,1,5,3,4,Research & Development,High,Very High,High,Research Scientist,No,Better,No
1218,41,6,9241,10,3,10,8,7,Sales,Very High,High,High,Sales Executive,No,Better,No
1219,29,9,2974,9,2,5,3,2,Research & Development,Very High,High,High,Laboratory Technician,No,Better,No
1220,36,2,4502,17,2,13,7,7,Sales,High,High,Very High,Sales Representative,No,Good,No
1221,45,1,10748,25,3,23,15,4,Research & Development,High,Medium,High,Healthcare Representative,No,Good,No
1222,24,22,1555,1,2,1,0,0,Human Resources,Very High,Low,High,Human Resources,No,Better,Yes
1223,47,9,12936,25,3,23,5,10,Sales,High,Low,High,Sales Executive,No,Bad,Yes
1224,26,17,2305,3,3,3,2,2,Research & Development,Very High,Low,High,Laboratory Technician,No,Best,No
1225,45,28,16704,21,2,21,6,6,Research & Development,Very High,Medium,Medium,Research Director,No,Better,No
1226,32,10,3433,10,3,5,2,3,Research & Development,Low,High,High,Research Scientist,No,Good,No
1227,31,2,3477,6,2,5,2,3,Research & Development,Medium,High,High,Laboratory Technician,No,Best,No
1228,41,4,6430,10,4,3,2,2,Human Resources,High,Low,Medium,Human Resources,No,Better,No
1229,40,8,6516,18,3,1,0,0,Research & Development,Medium,High,Low,Manufacturing Director,Yes,Better,No
1230,24,29,3907,6,2,6,2,2,Research & Development,Medium,High,Low,Laboratory Technician,No,Best,No
1231,46,13,5562,19,3,10,7,9,Research & Development,High,High,Medium,Healthcare Representative,No,Better,No
1232,35,27,6883,17,3,7,7,7,Research & Development,Very High,High,High,Manufacturing Director,No,Better,No
1233,30,16,2862,10,2,10,0,8,Research & Development,Medium,High,Very High,Research Scientist,No,Good,No
1234,47,2,4978,4,3,1,0,0,Sales,High,High,Medium,Sales Executive,No,Bad,No
1235,46,2,10368,13,5,10,6,3,Sales,High,High,Very High,Sales Executive,Yes,Good,No
1236,36,13,6134,16,3,2,2,2,Sales,Medium,Medium,Low,Sales Executive,Yes,Better,Yes
1237,32,1,6735,10,2,0,0,0,Sales,Low,Low,Medium,Sales Executive,No,Better,Yes
1238,23,4,3295,3,3,3,2,2,Research & Development,High,High,Medium,Laboratory Technician,No,Bad,No
1239,31,24,5238,9,3,5,4,4,Research & Development,Very High,High,Very High,Manufacturing Director,No,Good,No
1240,39,1,6472,9,2,9,8,8,Research & Development,Very High,High,Very High,Laboratory Technician,Yes,Better,No
1241,32,19,9610,10,2,4,3,2,Sales,Very High,Low,High,Sales Executive,No,Bad,No
1242,40,7,19833,21,3,21,8,8,Sales,Medium,High,Medium,Manager,No,Good,No
1243,45,4,9756,9,2,5,0,3,Human Resources,High,Low,High,Human Resources,No,Best,No
1244,30,2,4968,10,2,9,7,7,Research & Development,Very High,Medium,Low,Research Scientist,No,Better,No
1245,24,10,2145,3,2,2,2,1,Human Resources,Low,High,Very High,Human Resources,No,Better,No
1246,30,8,2180,6,0,4,2,2,Human Resources,High,Medium,Very High,Human Resources,No,Good,Yes
1247,31,5,8346,6,3,5,2,2,Sales,Low,High,High,Sales Executive,No,Better,No
1248,27,8,3445,6,5,6,2,4,Research & Development,High,High,Very High,Research Scientist,No,Good,No
1249,29,9,2760,2,3,2,2,2,Sales,Medium,Low,Medium,Sales Representative,No,Better,Yes
1250,29,1,6294,10,5,3,2,2,Research & Development,Very High,Very High,High,Healthcare Representative,Yes,Best,No
1251,30,15,7140,12,2,7,7,7,Sales,High,Medium,Low,Sales Executive,No,Better,No
1252,34,2,2932,6,3,5,0,2,Research & Development,Very High,Very High,Very High,Research Scientist,Yes,Better,No
1253,33,2,5147,13,2,11,7,7,Sales,Very High,High,Medium,Sales Executive,No,Good,No
1254,49,11,4507,8,1,5,1,4,Sales,Very High,High,Very High,Sales Executive,No,Best,No
1255,33,16,8564,11,2,0,0,0,Sales,Low,High,Low,Sales Executive,Yes,Good,Yes
1256,38,2,2468,9,4,6,1,5,Research & Development,High,Medium,Medium,Laboratory Technician,No,Good,No
1257,31,16,8161,10,2,1,0,0,Sales,Low,High,High,Sales Executive,No,Better,Yes
1258,29,4,2109,1,2,1,0,0,Research & Development,Very High,Medium,Low,Research Scientist,No,Better,No
1259,30,16,5294,10,3,7,0,7,Research & Development,High,Very High,High,Healthcare Representative,No,Better,No
1260,32,5,2718,12,3,7,7,7,Research & Development,Medium,High,Medium,Research Scientist,No,Better,No
1261,38,18,5811,15,2,1,0,0,Research & Development,Medium,Low,Very High,Healthcare Representative,Yes,Better,No
1262,43,17,2437,6,4,1,0,0,Research & Development,High,Medium,High,Research Scientist,Yes,Better,Yes
1263,42,12,2766,7,6,5,3,4,Research & Development,Medium,High,Medium,Laboratory Technician,No,Good,No
1264,55,2,19038,34,2,1,0,0,Research & Development,High,Medium,Low,Research Director,No,Better,No
1265,33,4,3055,11,2,9,8,7,Research & Development,Very High,High,Medium,Research Scientist,No,Good,No
1266,41,9,2289,5,2,5,3,4,Research & Development,High,High,Low,Laboratory Technician,No,Better,No
1267,34,10,4001,15,3,15,14,7,Sales,Very High,High,High,Sales Executive,Yes,Better,No
1268,53,1,12965,27,2,3,2,2,Research & Development,Low,Medium,High,Manufacturing Director,Yes,Good,No
1269,43,2,3539,10,5,9,7,8,Human Resources,Medium,High,Very High,Human Resources,No,Better,No
1270,34,3,6029,6,3,2,2,2,Sales,Very High,Low,Very High,Sales Executive,No,Better,No
1271,21,7,2679,1,3,1,0,0,Sales,Medium,High,Medium,Sales Representative,No,Better,Yes
1272,38,6,3702,5,3,5,4,4,Research & Development,Very High,Medium,High,Laboratory Technician,No,Better,No
1273,22,8,2398,1,6,1,0,0,Research & Development,High,High,Low,Laboratory Technician,Yes,Better,Yes
1274,31,29,5468,13,3,12,7,7,Sales,Low,Medium,Very High,Sales Executive,No,Better,No
1275,51,3,13116,15,2,2,2,2,Research & Development,Low,High,High,Manager,No,Better,No
1276,37,9,4189,5,2,5,2,3,Sales,Medium,Medium,Medium,Sales Executive,No,Better,No
1277,46,2,19328,24,3,2,1,2,Research & Development,High,High,Very High,Research Director,Yes,Better,No
1278,36,10,8321,15,1,12,8,7,Research & Development,Very High,High,Low,Healthcare Representative,Yes,Better,No
1279,44,1,2342,6,2,5,3,3,Research & Development,High,High,Medium,Research Scientist,Yes,Good,Yes
1280,37,8,4071,19,4,10,0,7,Human Resources,High,High,Medium,Human Resources,No,Good,No
1281,35,27,5813,10,2,10,7,7,Sales,High,High,Very High,Sales Executive,Yes,Better,Yes
1282,33,8,3143,14,1,10,8,6,Research & Development,Very High,Very High,Low,Research Scientist,No,Better,No
1283,28,1,2044,5,6,5,3,3,Research & Development,High,High,Very High,Research Scientist,No,Best,No
1284,39,10,13464,9,3,4,3,2,Research & Development,High,High,High,Research Director,No,Better,No
1285,46,26,7991,6,3,2,2,2,Sales,Medium,Medium,Medium,Sales Executive,No,Better,No
1286,40,2,3377,7,5,4,3,2,Research & Development,High,High,Low,Laboratory Technician,No,Good,No
1287,42,13,5538,10,2,0,0,0,Research & Development,Medium,Very High,Low,Healthcare Representative,No,Good,No
1288,35,2,5762,15,6,7,7,7,Research & Development,Medium,High,Very High,Manufacturing Director,No,Better,No
1289,38,2,2592,13,3,11,10,8,Human Resources,Low,High,Medium,Human Resources,No,Better,No
1290,34,9,5346,11,3,7,1,7,Research & Development,Very High,High,Low,Laboratory Technician,No,Good,Yes
1291,37,10,4213,10,4,10,3,8,Research & Development,Very High,High,Low,Manufacturing Director,No,Bad,Yes
1292,39,20,4127,7,6,2,1,2,Sales,High,High,Very High,Sales Executive,No,Better,No
1293,43,9,2438,7,2,3,2,2,Research & Development,Low,High,High,Research Scientist,No,Good,No
1294,41,5,6870,11,3,3,2,2,Research & Development,Medium,Very High,Medium,Healthcare Representative,No,Bad,No
1295,41,4,10447,23,3,22,14,5,Sales,High,High,High,Sales Executive,Yes,Best,No
1296,30,10,9667,9,3,7,7,2,Research & Development,Low,High,High,Manufacturing Director,No,Better,No
1297,26,20,2148,6,3,5,1,4,Human Resources,Very High,High,Medium,Human Resources,Yes,Better,Yes
1298,46,21,8926,13,2,9,7,7,Research & Development,Very High,High,Medium,Healthcare Representative,No,Best,Yes
1299,40,1,6513,12,3,5,3,3,Research & Development,High,High,Very High,Healthcare Representative,No,Better,No
1300,34,8,6799,10,5,10,8,8,Sales,Medium,Very High,High,Sales Executive,No,Better,No
1301,58,2,16291,37,0,16,9,14,Sales,Medium,High,Medium,Manager,No,Good,No
1302,35,23,2705,6,2,5,4,3,Research & Development,Medium,Low,High,Laboratory Technician,No,Best,No
1303,47,4,10333,28,4,22,11,10,Research & Development,High,Medium,Medium,Manufacturing Director,Yes,Better,No
1304,40,12,4448,15,3,7,4,7,Research & Development,Medium,High,Low,Healthcare Representative,No,Better,No
1305,54,7,6854,14,2,7,1,7,Research & Development,Very High,High,Very High,Research Scientist,No,Good,No
1306,31,7,9637,9,3,3,2,2,Sales,Low,High,Low,Sales Executive,No,Better,No
1307,28,1,3591,3,3,3,2,2,Research & Development,High,High,Low,Research Scientist,No,Better,No
1308,38,2,5405,20,4,4,2,3,Sales,Medium,Low,Very High,Sales Representative,Yes,Good,No
1309,26,10,4684,5,4,5,3,2,Sales,High,High,Very High,Sales Executive,No,Better,No
1310,58,15,15787,23,3,2,2,2,Research & Development,Low,High,High,Research Director,Yes,Better,No
1311,18,14,1514,0,4,0,0,0,Research & Development,Medium,High,High,Research Scientist,No,Bad,No
1312,31,18,2956,2,4,1,0,0,Human Resources,Very High,Very High,Low,Human Resources,No,Better,Yes
1313,29,13,2335,4,3,2,2,0,Human Resources,Low,Medium,Low,Human Resources,Yes,Better,Yes
1314,45,2,5154,10,3,8,7,7,Sales,High,High,High,Sales Executive,No,Best,No
1315,36,2,6962,15,2,1,0,0,Research & Development,Very High,High,Medium,Research Scientist,Yes,Better,No
1316,43,2,5675,7,5,7,7,7,Sales,Low,High,Very High,Sales Executive,No,Better,No
1317,27,5,2379,6,3,5,4,2,Research & Development,Very High,High,Very High,Laboratory Technician,Yes,Good,No
1318,29,20,3812,11,3,11,8,10,Research & Development,Very High,High,Very High,Laboratory Technician,No,Best,No
1319,32,10,4648,4,2,0,0,0,Sales,Very High,High,Very High,Sales Executive,No,Best,No
1320,42,10,2936,10,1,6,3,3,Research & Development,High,High,High,Research Scientist,No,Good,No
1321,47,9,2105,7,2,2,2,0,Research & Development,Medium,High,High,Laboratory Technician,No,Better,No
1322,46,2,8578,12,4,9,8,7,Research & Development,Very High,High,Very High,Manufacturing Director,No,Good,No
1323,28,1,2706,3,2,3,2,2,Human Resources,High,High,Very High,Human Resources,No,Better,No
1324,29,29,6384,11,3,7,0,6,Research & Development,Very High,Low,High,Healthcare Representative,No,Better,No
1325,42,8,3968,8,3,0,0,0,Research & Development,Very High,High,High,Laboratory Technician,No,Better,No
1326,32,2,9907,7,3,2,2,2,Sales,High,Medium,Medium,Sales Executive,Yes,Good,Yes
1327,46,3,13225,25,5,19,17,8,Sales,Low,Very High,Low,Sales Executive,No,Better,No
1328,27,23,3540,9,5,9,8,8,Sales,Medium,Medium,High,Sales Representative,No,Better,No
1329,29,6,2804,1,3,1,0,0,Human Resources,Very High,Medium,Medium,Human Resources,No,Better,No
1330,43,6,19392,21,2,16,12,14,Research & Development,Low,Medium,High,Manager,No,Better,No
1331,48,10,19665,29,3,22,10,9,Research & Development,Very High,Medium,Medium,Research Director,No,Better,No
1332,29,24,2439,1,3,1,0,0,Research & Development,Very High,Medium,Very High,Research Scientist,Yes,Good,Yes
1333,46,10,7314,14,2,8,7,7,Sales,High,High,Medium,Sales Executive,No,Better,Yes
1334,27,15,4774,8,2,7,6,3,Research & Development,Very High,Medium,Low,Research Scientist,No,Good,No
1335,39,19,3902,7,2,2,2,2,Research & Development,Very High,High,Very High,Research Scientist,No,Better,No
1336,55,2,2662,19,2,5,2,4,Research & Development,Medium,Medium,Very High,Research Scientist,No,Best,No
1337,28,3,2856,1,3,1,0,0,Sales,Medium,High,Medium,Sales Representative,No,Better,No
1338,30,9,1081,1,3,1,0,0,Sales,Medium,High,Very High,Sales Representative,No,Good,Yes
1339,22,7,2472,1,2,1,0,0,Research & Development,Very High,High,Medium,Research Scientist,Yes,Better,Yes
1340,36,10,5673,10,4,10,9,7,Sales,Medium,Medium,High,Sales Executive,Yes,Better,No
1341,31,20,4197,10,2,10,8,2,Research & Development,Medium,High,High,Laboratory Technician,No,Better,No
1342,34,4,9713,9,3,5,3,0,Sales,High,High,Very High,Sales Executive,Yes,Better,No
1343,29,7,2062,11,2,3,2,2,Research & Development,Very High,High,Low,Laboratory Technician,No,Better,No
1344,37,7,4284,16,2,5,3,4,Research & Development,Very High,High,Low,Research Scientist,Yes,Better,No
1345,35,16,4788,4,2,3,2,2,Research & Development,Very High,Medium,Medium,Manufacturing Director,Yes,Better,No
1346,45,25,5906,10,2,9,8,8,Research & Development,Medium,Medium,Very High,Manufacturing Director,No,Good,No
1347,36,2,3886,10,2,10,1,8,Human Resources,Medium,Medium,Very High,Human Resources,No,Good,No
1348,40,1,16823,22,3,19,7,16,Research & Development,Low,High,Low,Manager,No,Better,No
1349,26,1,2933,1,3,1,0,0,Research & Development,Medium,Medium,High,Research Scientist,Yes,Good,No
1350,27,2,6500,9,5,8,7,7,Sales,Low,Very High,High,Sales Executive,No,Good,No
1351,48,22,17174,24,3,22,17,7,Research & Development,Very High,High,Very High,Manager,No,Better,No
1352,44,1,5033,10,5,2,0,2,Research & Development,Medium,Very High,Low,Healthcare Representative,No,Better,No
1353,34,16,2307,5,2,5,2,0,Research & Development,Very High,Low,Low,Research Scientist,Yes,Better,Yes
1354,56,24,2587,5,3,4,2,0,Research & Development,Low,High,Very High,Laboratory Technician,No,Better,Yes
1355,36,17,5507,12,1,4,2,3,Sales,High,Medium,Medium,Sales Executive,No,Bad,No
1356,41,8,4393,14,3,5,4,4,Sales,High,High,Medium,Sales Executive,No,Better,No
1357,42,6,13348,18,3,13,7,7,Research & Development,High,High,Low,Research Director,No,Best,No
1358,31,10,6583,8,2,5,2,4,Sales,High,High,Very High,Sales Executive,Yes,Better,No
1359,34,3,8103,9,3,4,2,1,Sales,Very High,Medium,Very High,Sales Executive,Yes,Good,No
1360,31,4,3978,4,0,2,2,2,Research & Development,Low,Very High,High,Laboratory Technician,No,Good,No
1361,26,6,2544,8,3,7,7,7,Research & Development,High,Very High,Very High,Laboratory Technician,No,Better,No
1362,45,1,5399,12,3,4,2,3,Research & Development,Medium,High,High,Healthcare Representative,No,Better,No
1363,33,10,5487,10,2,10,4,9,Sales,Medium,High,High,Sales Executive,No,Good,No
1364,28,1,6834,7,2,7,7,7,Sales,High,Medium,Very High,Sales Executive,Yes,Better,No
1365,29,24,1091,1,3,1,0,0,Sales,High,Very High,Low,Sales Representative,No,Better,Yes
1366,39,21,5736,10,1,3,2,2,Sales,Low,Low,High,Sales Executive,No,Better,No
1367,27,2,2226,6,3,5,3,2,Research & Development,Medium,High,Medium,Research Scientist,No,Good,No
1368,34,22,5747,16,3,15,10,11,Research & Development,High,Medium,Very High,Research Scientist,Yes,Better,No
1369,28,13,9854,6,0,2,0,2,Sales,Very High,High,High,Sales Executive,Yes,Better,Yes
1370,47,14,5467,16,4,8,7,7,Research & Development,High,High,Medium,Research Scientist,No,Best,No
1371,56,11,5380,6,3,0,0,0,Sales,Very High,Medium,Low,Sales Executive,No,Better,No
1372,39,9,5151,10,3,10,0,9,Research & Development,Low,High,Low,Manufacturing Director,No,Better,No
1373,38,8,2133,20,3,20,11,7,Research & Development,Very High,Medium,Medium,Research Scientist,Yes,Better,No
1374,58,21,17875,29,2,1,0,0,Sales,Very High,High,Very High,Manager,Yes,Good,No
1375,32,5,2432,8,2,4,1,3,Research & Development,Low,Very High,High,Research Scientist,Yes,Better,Yes
1376,38,9,4771,10,0,5,2,3,Research & Development,Medium,High,Very High,Research Scientist,No,Best,No
1377,49,2,19161,28,3,5,4,3,Research & Development,Medium,High,Very High,Research Director,No,Better,No
1378,42,12,5087,14,4,0,0,0,Sales,Medium,High,Very High,Sales Executive,Yes,Better,No
1379,27,22,2863,1,2,1,0,0,Human Resources,Low,Medium,Medium,Human Resources,No,Better,Yes
1380,35,18,5561,6,2,5,3,4,Sales,Medium,High,Low,Sales Executive,No,Bad,No
1381,28,16,2144,5,3,5,3,4,Research & Development,High,High,High,Research Scientist,No,Good,No
1382,31,3,3065,4,3,4,2,3,Research & Development,High,High,Low,Research Scientist,Yes,Best,No
1383,36,9,2810,5,3,5,4,2,Research & Development,Low,Very High,Medium,Laboratory Technician,No,Better,No
1384,34,1,9888,14,3,14,8,1,Sales,Low,High,Very High,Sales Executive,No,Good,No
1385,34,13,8628,9,2,8,7,1,Sales,Very High,High,High,Sales Executive,No,Good,No
1386,26,1,2867,8,6,7,7,6,Research & Development,High,High,Low,Laboratory Technician,No,Good,No
1387,29,1,5373,6,5,5,3,2,Research & Development,Low,High,Low,Healthcare Representative,No,Good,No
1388,32,15,6667,9,6,5,1,2,Research & Development,High,High,Very High,Healthcare Representative,No,Better,No
1389,31,1,5003,10,6,10,8,7,Research & Development,Very High,Low,Low,Research Scientist,No,Better,No
1390,28,17,2367,6,2,4,1,3,Research & Development,High,Medium,Very High,Laboratory Technician,No,Good,Yes
1391,38,1,2858,20,3,1,0,0,Sales,Low,Medium,Low,Sales Representative,No,Good,No
1392,35,7,5204,10,2,10,8,9,Sales,High,High,Very High,Sales Executive,Yes,Better,No
1393,27,9,4105,7,5,7,7,7,Sales,Very High,High,Very High,Sales Executive,No,Better,No
1394,32,5,9679,8,1,1,0,0,Research & Development,Very High,Medium,Very High,Manufacturing Director,No,Better,No
1395,31,26,5617,10,4,10,7,8,Sales,Low,High,Very High,Sales Executive,Yes,Better,Yes
1396,53,24,10448,15,2,2,2,2,Sales,Low,High,Low,Sales Executive,Yes,Good,Yes
1397,54,9,2897,9,6,4,3,3,Research & Development,Low,High,High,Research Scientist,No,Good,No
1398,33,7,5968,9,2,9,7,8,Research & Development,Very High,High,High,Healthcare Representative,No,Better,No
1399,43,11,7510,10,1,10,9,9,Research & Development,Low,High,High,Healthcare Representative,No,Better,No
1400,38,1,2991,7,2,6,2,2,Human Resources,Very High,High,Medium,Human Resources,Yes,Better,No
1401,55,26,19636,35,0,10,9,4,Human Resources,High,Very High,Medium,Manager,Yes,Better,No
1402,31,2,1129,1,4,1,0,0,Research & Development,Very High,Low,Very High,Laboratory Technician,Yes,Better,No
1403,39,15,13341,21,3,20,8,10,Sales,Medium,High,Low,Sales Executive,No,Better,No
1404,42,23,4332,20,2,20,9,7,Research & Development,Very High,Medium,High,Research Scientist,No,Better,No
